ComboID,Sugar,Ice,Size,Shots,Notes
909,0%,0%,Small,4,test
910,150%,200%,Medium,5,test
911,200%,150%,Medium,1,test
912,0%,100%,Small,1,test
913,150%,25%,Small,4,test
914,150%,25%,Medium,3,test
915,150%,0%,Large,3,test
916,0%,25%,Medium,3,test
917,50%,0%,Medium,2,test
918,200%,200%,Small,5,test
919,50%,200%,Medium,0,test
920,100%,0%,Large,0,test
921,200%,0%,Small,2,test
922,200%,100%,Large,0,test
923,150%,150%,Large,5,test
924,50%,50%,Medium,0,test
925,50%,50%,Large,3,test
926,200%,0%,Small,4,test
927,25%,50%,Small,3,test
928,25%,0%,Small,1,test
929,50%,150%,Large,5,test
930,100%,0%,Large,5,test
931,25%,0%,Small,4,test
932,150%,150%,Medium,5,test
933,200%,50%,Large,0,test
934,100%,50%,Large,4,test
935,25%,50%,Large,5,test
936,100%,50%,Medium,2,test
937,150%,50%,Small,0,test
938,25%,150%,Large,0,test
939,100%,50%,Large,3,test
940,200%,100%,Medium,2,test
941,100%,200%,Medium,0,test
942,0%,50%,Large,3,test
943,50%,50%,Large,3,test
944,25%,200%,Large,1,test
945,100%,200%,Small,4,test
946,25%,50%,Small,3,test
947,200%,150%,Small,1,test
948,25%,100%,Small,5,test
949,150%,50%,Small,3,test
950,50%,200%,Medium,3,test
951,25%,200%,Large,1,test
952,25%,0%,Large,2,test
953,0%,50%,Small,1,test
954,50%,200%,Small,3,test
955,50%,200%,Small,5,test
956,50%,0%,Large,4,test
957,100%,25%,Large,5,test
958,25%,0%,Large,0,test
959,100%,200%,Small,1,test
960,50%,50%,Small,4,test
961,100%,25%,Small,1,test
962,200%,150%,Small,5,test
963,150%,0%,Medium,1,test
964,100%,150%,Medium,0,test
965,200%,0%,Large,3,test
966,0%,0%,Small,4,test
967,25%,100%,Small,2,test
968,200%,0%,Small,5,test
969,100%,100%,Medium,3,test
970,25%,100%,Small,2,test
971,150%,50%,Medium,4,test
972,100%,150%,Small,0,test
973,25%,100%,Medium,4,test
974,25%,150%,Medium,5,test
975,150%,25%,Medium,0,test
976,150%,150%,Small,0,test
977,25%,150%,Small,2,test
978,25%,50%,Medium,1,test
979,150%,100%,Medium,4,test
980,50%,25%,Small,3,test
981,25%,0%,Small,2,test
982,150%,0%,Large,2,test
983,200%,150%,Large,5,test
984,200%,50%,Small,5,test
985,50%,200%,Medium,4,test
986,0%,150%,Medium,0,test
987,100%,50%,Medium,1,test
988,100%,25%,Small,0,test
989,25%,100%,Medium,4,test
990,200%,25%,Medium,1,test
991,0%,150%,Medium,5,test
992,0%,150%,Small,4,test
993,150%,200%,Large,0,test
994,50%,150%,Large,3,test
995,150%,100%,Medium,0,test
996,200%,0%,Large,3,test
997,25%,0%,Medium,2,test
998,200%,150%,Large,4,test
999,50%,150%,Large,0,test
1000,0%,100%,Small,0,test
1001,100%,50%,Large,5,test
1002,150%,0%,Large,1,test
1003,200%,50%,Medium,5,test
1004,0%,150%,Large,1,test
1005,0%,50%,Small,5,test
1006,100%,100%,Large,1,test
1007,0%,100%,Medium,3,test
1008,150%,50%,Large,1,test
1009,150%,25%,Large,5,test
1010,25%,50%,Large,3,test
1011,25%,25%,Large,1,test
1012,100%,200%,Medium,1,test
1013,100%,25%,Small,2,test
1014,200%,25%,Medium,2,test
1015,25%,100%,Small,4,test
1016,0%,150%,Small,0,test
1017,0%,50%,Large,0,test
1018,50%,0%,Small,4,test
1019,200%,100%,Small,4,test
1020,25%,150%,Small,4,test
1021,25%,100%,Medium,1,test
1022,0%,150%,Small,5,test
1023,0%,0%,Small,0,test
1024,0%,0%,Medium,2,test
1025,25%,25%,Medium,0,test
1026,100%,100%,Small,5,test
1027,50%,100%,Medium,1,test
1028,100%,200%,Small,5,test
1029,200%,150%,Medium,5,test
1030,50%,0%,Small,3,test
1031,100%,100%,Small,0,test
1032,200%,100%,Small,2,test
1033,50%,100%,Large,5,test
1034,0%,150%,Medium,4,test
1035,50%,50%,Large,5,test
1036,200%,0%,Medium,0,test
1037,50%,200%,Small,0,test
1038,50%,200%,Small,1,test
1039,0%,0%,Large,1,test
1040,50%,50%,Medium,3,test
1041,100%,100%,Medium,5,test
1042,50%,0%,Large,3,test
1043,150%,0%,Medium,4,test
1044,150%,150%,Small,0,test
1045,200%,50%,Small,5,test
1046,0%,200%,Small,4,test
1047,25%,25%,Medium,1,test
1048,25%,150%,Large,0,test
1049,150%,50%,Large,0,test
1050,0%,200%,Large,0,test
1051,200%,50%,Medium,3,test
1052,50%,200%,Large,2,test
1053,0%,0%,Medium,3,test
1054,150%,25%,Medium,0,test
1055,200%,150%,Small,5,test
1056,0%,50%,Medium,3,test
1057,0%,0%,Large,1,test
1058,100%,0%,Small,0,test
1059,150%,25%,Small,1,test
1060,25%,25%,Large,1,test
1061,50%,200%,Medium,1,test
1062,0%,25%,Medium,1,test
1063,100%,0%,Large,3,test
1064,200%,200%,Small,2,test
1065,150%,200%,Small,0,test
1066,50%,100%,Large,0,test
1067,150%,25%,Large,4,test
1068,50%,50%,Medium,4,test
1069,100%,0%,Medium,1,test
1070,0%,200%,Large,0,test
1071,25%,150%,Large,3,test
1072,50%,200%,Large,3,test
1073,150%,50%,Small,0,test
1074,150%,150%,Medium,2,test
1075,150%,25%,Large,4,test
1076,150%,50%,Large,4,test
1077,100%,100%,Medium,5,test
1078,100%,50%,Small,3,test
1079,150%,25%,Large,3,test
1080,100%,200%,Medium,4,test
1081,200%,0%,Small,3,test
1082,0%,0%,Large,1,test
1083,150%,50%,Large,3,test
1084,200%,0%,Small,1,test
1085,0%,25%,Large,5,test
1086,100%,50%,Large,2,test
1087,0%,0%,Large,5,test
1088,100%,100%,Large,0,test
1089,200%,50%,Medium,3,test
1090,25%,0%,Medium,0,test
1091,200%,200%,Medium,1,test
1092,25%,0%,Medium,1,test
1093,150%,0%,Medium,1,test
1094,50%,150%,Small,4,test
1095,200%,150%,Small,3,test
1096,150%,200%,Medium,2,test
1097,150%,0%,Medium,4,test
1098,200%,100%,Medium,0,test
1099,200%,0%,Large,1,test
1100,0%,50%,Small,3,test
1101,0%,200%,Large,4,test
1102,200%,100%,Medium,3,test
1103,100%,0%,Medium,3,test
1104,200%,100%,Small,1,test
1105,100%,50%,Small,1,test
1106,0%,0%,Small,1,test
1107,100%,25%,Large,2,test
1108,200%,25%,Small,1,test
1109,25%,0%,Large,2,test
1110,25%,200%,Small,3,test
1111,0%,200%,Large,4,test
1112,100%,50%,Small,5,test
1113,25%,25%,Small,3,test
1114,150%,0%,Small,0,test
1115,0%,100%,Small,3,test
1116,100%,25%,Medium,2,test
1117,50%,150%,Large,2,test
1118,200%,200%,Medium,1,test
1119,150%,100%,Medium,1,test
1120,200%,150%,Large,4,test
1121,50%,200%,Small,1,test
1122,100%,150%,Small,4,test
1123,0%,50%,Large,3,test
1124,25%,200%,Large,5,test
1125,50%,0%,Medium,4,test
1126,100%,0%,Medium,5,test
1127,0%,25%,Small,0,test
1128,150%,150%,Medium,3,test
1129,25%,100%,Medium,3,test
1130,25%,25%,Small,2,test
1131,0%,25%,Large,4,test
1132,0%,150%,Large,4,test
1133,200%,200%,Medium,4,test
1134,100%,50%,Medium,5,test
1135,0%,150%,Large,3,test
1136,50%,50%,Large,4,test
1137,150%,100%,Small,5,test
1138,25%,100%,Medium,2,test
1139,100%,200%,Small,4,test
1140,150%,100%,Medium,5,test
1141,100%,150%,Large,1,test
1142,0%,200%,Large,5,test
1143,100%,200%,Medium,1,test
1144,0%,25%,Small,0,test
1145,200%,0%,Medium,1,test
1146,25%,150%,Medium,5,test
1147,0%,150%,Medium,5,test
1148,0%,200%,Medium,3,test
1149,50%,200%,Medium,1,test
1150,50%,0%,Large,3,test
1151,200%,150%,Large,5,test
1152,50%,25%,Small,1,test
1153,200%,150%,Large,0,test
1154,100%,25%,Large,0,test
1155,200%,200%,Medium,1,test
1156,25%,200%,Large,1,test
1157,200%,50%,Small,4,test
1158,100%,50%,Large,3,test
1159,150%,25%,Small,0,test
1160,150%,0%,Small,2,test
1161,200%,100%,Small,5,test
1162,25%,50%,Large,5,test
1163,25%,25%,Small,0,test
1164,100%,50%,Small,4,test
1165,25%,0%,Small,5,test
1166,150%,25%,Large,4,test
1167,150%,50%,Large,3,test
1168,25%,150%,Medium,4,test
1169,25%,0%,Large,4,test
1170,50%,50%,Small,3,test
1171,100%,25%,Small,5,test
1172,100%,0%,Medium,2,test
1173,150%,200%,Small,0,test
1174,50%,200%,Small,2,test
1175,0%,25%,Medium,2,test
1176,200%,150%,Medium,3,test
1177,0%,150%,Small,5,test
1178,25%,25%,Medium,1,test
1179,25%,50%,Large,1,test
1180,100%,50%,Large,3,test
1181,200%,200%,Large,2,test
1182,25%,50%,Small,0,test
1183,25%,0%,Large,5,test
1184,200%,200%,Medium,4,test
1185,50%,150%,Small,5,test
1186,100%,25%,Large,0,test
1187,200%,150%,Medium,3,test
1188,100%,25%,Small,1,test
1189,100%,100%,Large,0,test
1190,0%,25%,Small,4,test
1191,150%,100%,Large,4,test
1192,25%,100%,Small,0,test
1193,200%,100%,Medium,0,test
1194,50%,100%,Medium,0,test
1195,100%,25%,Small,5,test
1196,200%,50%,Large,1,test
1197,0%,25%,Small,2,test
1198,0%,150%,Large,5,test
1199,25%,50%,Small,0,test
1200,25%,25%,Small,3,test
1201,50%,50%,Small,0,test
1202,100%,100%,Large,4,test
1203,50%,150%,Medium,2,test
1204,150%,0%,Medium,1,test
1205,25%,50%,Medium,0,test
1206,50%,0%,Small,3,test
1207,0%,0%,Large,4,test
1208,50%,50%,Small,0,test
1209,50%,150%,Medium,1,test
1210,25%,50%,Small,1,test
1211,25%,0%,Small,4,test
1212,25%,100%,Medium,3,test
1213,25%,100%,Large,0,test
1214,200%,200%,Medium,2,test
1215,25%,150%,Small,3,test
1216,25%,25%,Medium,4,test
1217,100%,50%,Small,3,test
1218,25%,25%,Small,4,test
1219,25%,50%,Medium,0,test
1220,100%,150%,Medium,1,test
1221,200%,100%,Medium,3,test
1222,0%,25%,Large,2,test
1223,150%,200%,Small,2,test
1224,0%,200%,Large,5,test
1225,200%,200%,Small,5,test
1226,50%,50%,Large,1,test
1227,50%,25%,Medium,5,test
1228,50%,150%,Large,1,test
1229,0%,100%,Small,3,test
1230,50%,150%,Medium,1,test
1231,0%,200%,Small,1,test
1232,100%,0%,Large,2,test
1233,100%,50%,Small,3,test
1234,150%,50%,Medium,0,test
1235,0%,0%,Small,2,test
1236,200%,100%,Small,5,test
1237,50%,50%,Small,0,test
1238,150%,0%,Small,2,test
1239,100%,100%,Medium,1,test
1240,0%,150%,Large,5,test
1241,0%,200%,Small,1,test
1242,50%,200%,Large,3,test
1243,100%,150%,Large,1,test
1244,150%,50%,Small,2,test
1245,0%,0%,Medium,1,test
1246,150%,100%,Medium,5,test
1247,50%,150%,Medium,5,test
1248,25%,0%,Small,0,test
1249,100%,0%,Small,2,test
1250,100%,0%,Large,0,test
1251,100%,50%,Medium,5,test
1252,50%,50%,Medium,1,test
1253,200%,150%,Medium,5,test
1254,0%,25%,Medium,0,test
1255,100%,100%,Small,3,test
1256,25%,25%,Small,2,test
1257,100%,200%,Small,1,test
1258,100%,150%,Small,3,test
1259,200%,25%,Large,2,test
1260,150%,150%,Medium,0,test
1261,100%,150%,Large,3,test
1262,0%,150%,Large,0,test
1263,200%,100%,Medium,4,test
1264,100%,25%,Small,3,test
1265,150%,150%,Large,4,test
1266,50%,100%,Medium,2,test
1267,50%,100%,Medium,1,test
1268,25%,25%,Small,1,test
1269,100%,0%,Medium,2,test
1270,150%,0%,Small,4,test
1271,25%,25%,Small,3,test
1272,25%,50%,Small,5,test
1273,50%,200%,Medium,1,test
1274,100%,25%,Small,5,test
1275,200%,200%,Medium,3,test
1276,50%,100%,Medium,4,test
1277,100%,200%,Large,4,test
1278,100%,25%,Small,2,test
1279,100%,200%,Medium,0,test
1280,50%,200%,Large,5,test
1281,200%,200%,Medium,1,test
1282,25%,25%,Medium,2,test
1283,0%,150%,Large,3,test
1284,0%,0%,Medium,0,test
1285,200%,0%,Medium,3,test
1286,100%,150%,Medium,4,test
1287,200%,100%,Medium,4,test
1288,100%,0%,Small,3,test
1289,25%,200%,Large,2,test
1290,25%,200%,Medium,1,test
1291,150%,150%,Medium,5,test
1292,200%,50%,Medium,5,test
1293,50%,100%,Small,1,test
1294,150%,0%,Small,1,test
1295,0%,100%,Medium,4,test
1296,50%,200%,Small,4,test
1297,150%,100%,Large,4,test
1298,200%,0%,Small,0,test
1299,100%,200%,Medium,4,test
1300,0%,100%,Small,4,test
1301,0%,50%,Medium,4,test
1302,150%,100%,Small,5,test
1303,150%,50%,Large,3,test
1304,200%,50%,Medium,3,test
1305,25%,50%,Large,2,test
1306,0%,100%,Medium,3,test
1307,150%,100%,Small,2,test
1308,25%,150%,Small,4,test
1309,200%,100%,Small,1,test
1310,150%,200%,Small,5,test
1311,50%,50%,Medium,2,test
1312,150%,50%,Medium,0,test
1313,100%,200%,Large,4,test
1314,150%,200%,Small,3,test
1315,200%,200%,Small,1,test
1316,100%,200%,Small,0,test
1317,200%,0%,Small,5,test
1318,50%,200%,Large,1,test
1319,25%,100%,Large,1,test
1320,50%,200%,Small,3,test
1321,150%,150%,Large,5,test
1322,150%,25%,Large,3,test
1323,25%,150%,Large,5,test
1324,0%,150%,Medium,0,test
1325,100%,200%,Medium,3,test
1326,50%,50%,Small,5,test
1327,25%,50%,Large,5,test
1328,200%,25%,Small,1,test
1329,0%,0%,Large,0,test
1330,25%,100%,Medium,2,test
1331,150%,50%,Medium,5,test
1332,0%,100%,Small,3,test
1333,150%,25%,Large,3,test
1334,200%,150%,Large,5,test
1335,100%,150%,Large,0,test
1336,0%,150%,Small,1,test
1337,50%,25%,Medium,2,test
1338,0%,150%,Small,5,test
1339,50%,200%,Medium,2,test
1340,150%,0%,Medium,3,test
1341,100%,200%,Large,5,test
1342,0%,50%,Medium,3,test
1343,100%,0%,Medium,4,test
1344,150%,50%,Medium,5,test
1345,150%,200%,Large,1,test
1346,25%,50%,Small,0,test
1347,150%,0%,Large,4,test
1348,100%,25%,Large,0,test
1349,100%,150%,Small,0,test
1350,50%,0%,Small,1,test
1351,50%,150%,Small,2,test
1352,0%,50%,Small,3,test
1353,25%,50%,Small,1,test
1354,200%,100%,Large,0,test
1355,200%,200%,Large,5,test
1356,150%,100%,Small,5,test
1357,25%,200%,Large,5,test
1358,200%,200%,Large,0,test
1359,25%,25%,Large,5,test
1360,0%,200%,Small,4,test
1361,100%,0%,Large,3,test
1362,25%,25%,Medium,4,test
1363,100%,25%,Medium,3,test
1364,100%,0%,Small,1,test
1365,200%,50%,Large,5,test
1366,0%,100%,Small,1,test
1367,100%,50%,Small,4,test
1368,50%,200%,Medium,1,test
1369,100%,100%,Large,5,test
1370,200%,150%,Small,1,test
1371,50%,100%,Small,1,test
1372,0%,0%,Large,2,test
1373,0%,200%,Large,3,test
1374,100%,50%,Medium,3,test
1375,25%,200%,Medium,2,test
1376,0%,25%,Small,0,test
1377,200%,0%,Medium,0,test
1378,100%,200%,Medium,0,test
1379,200%,150%,Large,5,test
1380,0%,150%,Medium,0,test
1381,0%,25%,Medium,2,test
1382,150%,100%,Small,3,test
1383,100%,200%,Large,3,test
1384,0%,0%,Medium,4,test
1385,50%,200%,Small,1,test
1386,0%,50%,Large,2,test
1387,200%,150%,Large,4,test
1388,50%,0%,Large,1,test
1389,100%,100%,Large,0,test
1390,200%,100%,Medium,5,test
1391,150%,100%,Small,5,test
1392,200%,150%,Medium,0,test
1393,200%,200%,Large,1,test
1394,100%,50%,Medium,3,test
1395,0%,25%,Large,5,test
1396,200%,50%,Large,2,test
1397,50%,25%,Medium,3,test
1398,100%,50%,Small,4,test
1399,150%,50%,Large,5,test
1400,100%,100%,Large,4,test
1401,200%,200%,Large,5,test
1402,25%,0%,Large,3,test
1403,25%,100%,Large,4,test
1404,100%,0%,Large,3,test
1405,0%,25%,Medium,4,test
1406,150%,0%,Large,4,test
1407,50%,50%,Large,5,test
1408,200%,150%,Large,3,test
1409,50%,25%,Large,1,test
1410,25%,25%,Medium,1,test
1411,25%,25%,Medium,4,test
1412,0%,150%,Large,4,test
1413,200%,0%,Large,2,test
1414,100%,200%,Large,2,test
1415,50%,0%,Large,3,test
1416,25%,25%,Large,1,test
1417,200%,50%,Medium,0,test
1418,25%,25%,Small,4,test
1419,50%,50%,Small,0,test
1420,100%,50%,Medium,2,test
1421,25%,100%,Small,2,test
1422,25%,200%,Small,3,test
1423,100%,100%,Small,1,test
1424,200%,150%,Medium,3,test
1425,150%,100%,Large,0,test
1426,100%,0%,Medium,0,test
1427,150%,50%,Large,5,test
1428,200%,50%,Large,0,test
1429,150%,200%,Large,3,test
1430,50%,200%,Medium,5,test
1431,200%,50%,Large,1,test
1432,50%,150%,Large,5,test
1433,50%,50%,Medium,4,test
1434,200%,25%,Small,4,test
1435,200%,25%,Small,1,test
1436,200%,100%,Medium,5,test
1437,200%,0%,Large,5,test
1438,100%,100%,Large,1,test
1439,25%,0%,Small,2,test
1440,150%,0%,Medium,4,test
1441,25%,25%,Small,0,test
1442,0%,25%,Small,0,test
1443,200%,150%,Medium,3,test
1444,25%,200%,Small,1,test
1445,200%,0%,Medium,0,test
1446,100%,200%,Small,4,test
1447,200%,50%,Large,4,test
1448,50%,200%,Medium,4,test
1449,0%,0%,Large,3,test
1450,150%,100%,Large,3,test
1451,200%,150%,Small,3,test
1452,0%,200%,Medium,0,test
1453,100%,100%,Large,3,test
1454,150%,50%,Large,3,test
1455,50%,25%,Large,0,test
1456,150%,0%,Small,5,test
1457,150%,100%,Medium,2,test
1458,150%,200%,Small,2,test
1459,0%,50%,Small,1,test
1460,100%,25%,Small,5,test
1461,150%,100%,Large,5,test
1462,0%,200%,Medium,2,test
1463,0%,200%,Small,5,test
1464,0%,150%,Medium,2,test
1465,25%,150%,Medium,1,test
1466,200%,0%,Large,0,test
1467,0%,100%,Medium,5,test
1468,0%,150%,Small,3,test
1469,100%,50%,Small,2,test
1470,50%,25%,Small,4,test
1471,50%,50%,Small,2,test
1472,25%,100%,Small,5,test
1473,150%,100%,Medium,5,test
1474,0%,0%,Large,0,test
1475,100%,0%,Medium,0,test
1476,50%,0%,Medium,5,test
1477,0%,0%,Medium,4,test
1478,0%,0%,Medium,1,test
1479,50%,0%,Large,5,test
1480,100%,50%,Medium,5,test
1481,150%,25%,Large,3,test
1482,200%,0%,Medium,5,test
1483,50%,25%,Small,3,test
1484,100%,50%,Large,5,test
1485,25%,200%,Medium,3,test
1486,0%,0%,Small,2,test
1487,50%,50%,Large,2,test
1488,200%,150%,Small,0,test
1489,150%,50%,Large,3,test
1490,25%,100%,Large,5,test
1491,200%,100%,Large,5,test
1492,100%,100%,Large,0,test
1493,150%,200%,Small,4,test
1494,25%,100%,Large,1,test
1495,200%,25%,Medium,0,test
1496,100%,50%,Medium,5,test
1497,50%,25%,Medium,3,test
1498,150%,150%,Small,2,test
1499,0%,200%,Large,5,test
1500,200%,0%,Large,2,test
1501,50%,0%,Medium,0,test
1502,50%,0%,Medium,4,test
1503,0%,150%,Large,3,test
1504,50%,200%,Medium,5,test
1505,150%,0%,Medium,1,test
1506,50%,200%,Medium,4,test
1507,100%,150%,Large,1,test
1508,200%,0%,Medium,5,test
1509,100%,200%,Small,3,test
1510,50%,150%,Medium,4,test
1511,50%,150%,Large,0,test
1512,50%,25%,Medium,4,test
1513,200%,0%,Medium,5,test
1514,100%,0%,Small,3,test
1515,100%,0%,Large,1,test
1516,25%,0%,Large,4,test
1517,25%,100%,Large,2,test
1518,200%,50%,Small,0,test
1519,0%,25%,Medium,0,test
1520,0%,0%,Small,0,test
1521,100%,150%,Small,0,test
1522,150%,200%,Small,1,test
1523,50%,50%,Large,4,test
1524,50%,200%,Medium,1,test
1525,0%,150%,Medium,1,test
1526,0%,150%,Large,5,test
1527,25%,200%,Medium,2,test
1528,200%,150%,Large,5,test
1529,50%,100%,Medium,3,test
1530,0%,50%,Small,2,test
1531,50%,150%,Small,0,test
1532,50%,200%,Small,4,test
1533,50%,150%,Large,1,test
1534,25%,50%,Medium,1,test
1535,200%,200%,Small,2,test
1536,150%,100%,Medium,2,test
1537,150%,25%,Medium,2,test
1538,0%,50%,Small,4,test
1539,50%,100%,Small,0,test
1540,0%,100%,Medium,5,test
1541,25%,150%,Medium,5,test
1542,100%,0%,Small,3,test
1543,25%,0%,Large,1,test
1544,50%,200%,Large,5,test
1545,200%,150%,Small,0,test
1546,200%,200%,Medium,2,test
1547,0%,100%,Small,0,test
1548,25%,100%,Large,3,test
1549,200%,0%,Small,2,test
1550,50%,150%,Medium,2,test
1551,150%,25%,Small,4,test
1552,25%,50%,Large,0,test
1553,50%,50%,Medium,3,test
1554,25%,150%,Small,5,test
1555,0%,150%,Medium,5,test
1556,150%,200%,Large,2,test
1557,50%,100%,Small,1,test
1558,150%,25%,Large,3,test
1559,100%,200%,Small,0,test
1560,200%,200%,Medium,2,test
1561,0%,150%,Large,5,test
1562,150%,150%,Large,5,test
1563,25%,25%,Large,1,test
1564,25%,25%,Medium,4,test
1565,0%,100%,Small,4,test
1566,0%,100%,Small,5,test
1567,50%,0%,Large,4,test
1568,50%,50%,Small,5,test
1569,25%,50%,Medium,3,test
1570,200%,50%,Medium,5,test
1571,150%,0%,Large,1,test
1572,0%,100%,Large,4,test
1573,25%,100%,Large,3,test
1574,150%,0%,Large,4,test
1575,150%,50%,Large,5,test
1576,0%,0%,Large,2,test
1577,150%,200%,Medium,3,test
1578,50%,50%,Large,1,test
1579,0%,100%,Medium,1,test
1580,25%,150%,Medium,3,test
1581,200%,100%,Medium,2,test
1582,100%,0%,Large,1,test
1583,200%,200%,Medium,5,test
1584,200%,100%,Medium,0,test
1585,150%,25%,Medium,5,test
1586,100%,25%,Small,2,test
1587,25%,100%,Medium,3,test
1588,150%,100%,Large,4,test
1589,150%,150%,Small,1,test
1590,0%,25%,Medium,4,test
1591,25%,200%,Medium,2,test
1592,0%,150%,Small,4,test
1593,150%,0%,Large,5,test
1594,25%,0%,Large,0,test
1595,100%,150%,Large,5,test
1596,100%,150%,Large,4,test
1597,100%,25%,Large,3,test
1598,100%,200%,Large,1,test
1599,150%,50%,Medium,0,test
1600,50%,25%,Small,3,test
1601,150%,200%,Medium,2,test
1602,200%,50%,Small,2,test
1603,0%,25%,Medium,0,test
1604,50%,150%,Medium,3,test
1605,50%,200%,Medium,5,test
1606,200%,25%,Small,2,test
1607,100%,150%,Large,0,test
1608,25%,0%,Small,5,test
1609,150%,25%,Medium,1,test
1610,100%,200%,Medium,1,test
1611,50%,50%,Small,5,test
1612,25%,50%,Large,1,test
1613,0%,100%,Small,0,test
1614,100%,25%,Small,4,test
1615,150%,0%,Large,5,test
1616,50%,100%,Large,0,test
1617,50%,150%,Small,5,test
1618,150%,200%,Medium,2,test
1619,150%,200%,Large,2,test
1620,0%,150%,Large,0,test
1621,25%,25%,Small,0,test
1622,25%,150%,Medium,5,test
1623,50%,50%,Large,2,test
1624,0%,150%,Large,5,test
1625,25%,50%,Large,0,test
1626,200%,25%,Small,2,test
1627,0%,50%,Medium,2,test
1628,0%,150%,Medium,1,test
1629,0%,200%,Large,4,test
1630,150%,0%,Large,1,test
1631,25%,200%,Medium,3,test
1632,50%,150%,Medium,2,test
1633,100%,100%,Medium,4,test
1634,150%,0%,Medium,1,test
1635,200%,0%,Large,4,test
1636,200%,50%,Medium,4,test
1637,50%,200%,Large,5,test
1638,50%,200%,Large,1,test
1639,0%,100%,Large,3,test
1640,100%,150%,Large,0,test
1641,100%,50%,Small,0,test
1642,50%,0%,Large,1,test
1643,100%,100%,Medium,4,test
1644,50%,25%,Medium,1,test
1645,50%,0%,Small,0,test
